patent_number,application_number
US10179773,US20190241529A1
US10179791,US20210130364A1
US10179804,US20190216887A1
US10183009,US20170340605A1
US10183021,US20230106002A1
US10183025,US20180021345A1
US10183913,US20200308119A1
US10183917,US20180030003A1
US10183928,US20170267661A1
US10183931,US20210147391A1
US10183932,US20180086742A1
US10183937,US20180072713A1
US10183938,US20170369486A1
US10183939,US20170298061A1
US10183940,US20180291018A1
US10183942,US20180319796A1
US10183944,US20200190095A1
US10183946,US20170204103A1
US10183947,US20240317767A1
US10183953,US20170204096A1
US10183954,US20180065991A1
US9629836,US20170183348A1
US9630914,US20150203447A1
US9630929,US20140296245A1
US9630931,US20170247341A1
US9630945,US20150307475A1
US9630949,US20150045559A1
US9630956,US20120027874A1
US9630965,US20230192687A1
US10188615,US20230218549A1
US10188627,US20170304255A1
US10188642,US20180117032A1
US10188653,US20180042926A1
US10188667,US20190365786A1
US10188756,US20160271276A1
US10188758,US20180099060A1
US10189788,US20190002409A1
US10189794,US20180022713A1
US10189805,US20170283387A1
US10189807,US20190256489A1
US10189809,US20170305878A1
US10189816,US20190092754A1
US10189819,US20180030036A1
US10189829,US20180362522A1
US10189831,US20170349585A1
US10189835,US20190194191A1
US10189836,US20180297997A1
US10189838,US20160068531A1
US10189840,US20180111936A1
US10189841,US20220281869A1
US10189845,US20170362240A1
US9636330,US20170189386A1
US9636335,US20150283125A1
US9636336,US20160346268A1
US9636337,US20160158217A1
US9636338,US20160221954A1
US9636339,US20160229807A1
US9637455,US20160326115A1
US9637472,US20180072702A1
US9637484,US20160108035A1
US9637486,US20160311820A1
US9637487,US20190144451A1
US9637488,US20160222012A1
US9637493,US20150329548A1
US9637496,US20160046640A1
US9637499,US20160022657A1
US9662310,US20150216847A1
US9662327,US20140206673A1
US9662330,US20170217905A1
US9662339,US20130236468A1
US9663460,US20140378492A1
US9663463,US20160280645A1
US9663465,US20160122300A1
US9663469,US20160318870A1
US9663470,US20160272590A1
US9663475,US20150361053A1
US9663476,US20150307457A1
US9663479,US20170071909A1
US9663494,US20150376166A1
US9663496,US20160229838A1
US9663498,US20160251339A1
US9663502,US20160304505A1
US9663503,US20180022739A1
US9663506,US20160159744A1
US9663508,US20160214971A1
US9663510,US20150210683A1
US9663511,US20150045332A1
US9663513,US20150307489A1
US9663515,US20160122345A1
US9663519,US20140275130A1
US9663522,US20150218169A1
US9663523,US20150299201A1
US9663525,US20160244455A1
US9663526,US20170239264A1
US9663527,US20160347757A1
US9663528,US20170260204A1
US9663529,US20160152627A1
US9663530,US20170066775A1
US9663543,US20190085005A1
US9724347,US20190192515A1
US9724352,US20170000800A1
US9724435,US20140328755A1
US9725426,US20170327478A1
US9725430,US20160052904A1
US9725433,US20170066738A1
US9725434,US20160068510A1
US9725435,US20160289209A1
US9725436,US20160221990A1
US9725439,US20160214964A1
US9725442,US20140275074A1
US9725443,US20160229844A1
US9725445,US20160280704A1
US9725446,US20160130269A1
US9725449,US20160333013A1
US9725459,US20150307507A1
US9725465,US20150065468A1
US10188639,US20160331737A1
US10189791,US20190135763A1
US10189796,US20190359577A1
US10189849,US20240109906A1
US10189853,US20170369500A1
US10189854,US20170066776A1
US10189859,US20170066782A1
US10195178,US20170290800A1
US10195181,US20230301970A1
US10195186,US20170239226A1
US10195201,US20180280390A1
US10196346,US20180134653A1
US10196353,US20200270210A1
US10196354,US20180022701A1
US10196365,US20170247339A1
US10196369,US20160176875A1
US10196373,US20150038708A1
US10196374,US20170298041A1
US10196378,US20180057479A1
US10196381,US20160159776A1
US10196382,US20190169172A1
US10196383,US20180215737A1
US10196385,US20180194755A1
US10196387,US20170152248A1
US10196390,US20170247373A1
US10196391,US20170298067A1
US10196393,US20180258087A1
US10196404,US20210230184A1
US10196436,US20190359682A1
US10196396,US20170204101A1
US9730931,US20200206222A1
US9730934,US20170304305A1
US9730937,US20170298029A1
US9730939,US20240216377A1
US9730940,US20150353552A1
US9732037,US20160347713A1
US9732044,US20170066725A1
US9732060,US20160115151A1
US9732061,US20160200719A1
US9732063,US20150329523A1
US9732066,US20160046612A1
US9732072,US20160137631A1
US9732075,US20190263797A1
US9732085,US20170305917A1
US9732087,US20140357614A1
US9732088,US20170114065A1
US9732092,US20170260204A1
US9732093,US20170327514A1
US9732094,US20160083401A1
US9732097,US20160362426A1
US9732103,US20150239919A1
US9732104,US20190048033A1
US9730929,US20140194430A1
US9737516,US20160213654A1
US9737522,US20150196540A1
US9737525,US20160101098A1
US9737542,US20160243125A1
US9737544,US20160213677A1
US9738626,US20160176851A1
US9738628,US20160297801A1
US9738630,US20160297806A1
US9738632,US20170081315A1
US9738637,US20160194315A1
US9738640,US20160152611A1
US9738641,US20160185773A1
US9738649,US20160318942A1
US9738655,US20160145263A1
US9738658,US20190135829A1
US9738668,US20160263133A1
US9738676,US20170327525A1
US9744148,US20170000753A1
US9744172,US20160279132A1
US9744173,US20170304312A1
US9744252,US20160137629A1
US9745265,US20180022701A1
US9745282,US20160304486A1
US9745283,US20170320853A1
US9745284,US20160016935A1
US9745287,US20160332992A1
US9745289,US20160108026A1
US9745291,US20180162847A1
US9745304,US20150376189A1
US9745307,US20160068532A1
US9745310,US20160251361A1
US9745311,US20160280713A1
US9745317,US20170044174A1
US9745321,US20160214994A1
US9745324,US20170037056A1
US9745328,US20150376212A1
US9750744,US20170114059A1
US9750748,US20150329495A1
US9751832,US20160185716A1
US9751837,US20160102059A1
US9751843,US20160297771A1
US9751850,US20150065538A1
US9751854,US20180118762A1
US9751856,US20170217926A1
US9751873,US20160168141A1
US9751881,US20160207922A1
US9751885,US20150266881A1
US9751886,US20160130274A1
US9751888,US20160222016A1
US10201527,US20190282547A1
US10201545,US20150238497A1
US10201546,US20170182056A1
US10202330,US20150368186A1
US10202339,US20150299115A1
US10202340,US20180022697A1
US10202344,US20190292149A1
US9757364,US20170105978A1
US9757369,US20170196850A1
US9757383,US20180015097A1
US9758480,US20150210640A1
US9758483,US20190248745A1
US9758495,US20160039774A1
US9758505,US20150225367A1
US9758508,US20210009565A1
US9758517,US20180271843A1
US9758523,US20160009721A1
US9758524,US20230331729A1
US9758537,US20190031692A1
US9758538,US20170015689A1
US9763943,US20190231777A1
US9763952,US20160106753A1
US9763957,US20180021345A1
US9765018,US20160137595A1
US9765029,US20150344465A1
US9765037,US20130018040A1
US9765038,US20160130236A1
US9765040,US20130165491A1
US9765054,US20140163009A1
US9765056,US20160152599A1
US9765057,US20150322040A1
US9765058,US20160145239A1
US9765060,US20160024054A1
US9765068,US20160368907A1
US9765070,US20160272637A1
US9765092,US20160272655A1
US9763922,US20160158207A1
US9771316,US20150336876A1
US9771320,US20160326103A1
US9771329,US20220153706A1
US9771353,US20160039797A1
US9771359,US20170253586A1
US9771366,US20170327501A1
US9771369,US20150284397A1
US9771375,US20140336170A1
US9771376,US20160297754A1
US9771379,US20170369506A1
US9775839,US20170071935A1
US9775844,US20210000837A1
US9776974,US20220153706A1
US9776988,US20160039794A1
US9776990,US20130281450A1
US9776991,US20160326146A1
US9776995,US20160137636A1
US9777000,US20160347751A1
US9777003,US20200017497A1
US9777004,US20150087631A1
US9777008,US20180186798A1
US9777010,US20230312585A1
US9777017,US20160015695A1
US9777020,US20150210720A1
US9782415,US20190365763A1
US9783499,US20150307453A1
US9783500,US20160368877A1
US9783511,US20160311787A1
US9783524,US20160145237A1
US9783527,US20160075692A1
US9783530,US20170197953A1
US9783543,US20150291599A1
US9783551,US20160272650A1
US9783556,US20150225427A1
US9783573,US20150322111A1
US9783488,US20160039745A1
US9783501,US20150336945A1
US10202350,US20160362378A1
US10202354,US20180022707A1
US10202360,US20170298040A1
US10202362,US20180162836A1
US10202365,US20180022731A1
US10202367,US20170114053A1
US10202368,US20170327493A1
US10202369,US20230053411A1
US10202370,US20160152608A1
US10202371,US20190382399A1
US10202373,US20160333007A1
US10202375,US20230121489A1
US10202377,US20190119276A1
US10202378,US20180009805A1
US10202379,US20200339565A1
US10202381,US20180297999A1
US10202383,US20180291025A1
US10202388,US20180022752A1
US10202389,US20170369499A1
US10202390,US20180179213A1
US10202399,US20170107226A1
US10202403,US20170217989A1
US10202404,US20180265525A1
US10202411,US20170044205A1
US10202412,US20180009836A1
US10202418,US20160145297A1
US9789082,US20190269650A1
US9789094,US20240173303A1
US9789100,US20160271123A1
US9789110,US20180042926A1
US9789116,US20230285402A1
US9790158,US20150166448A1
US9790174,US20180044288A1
US9790180,US20160168093A1
US9790196,US20140256742A1
US9790198,US20160102071A1
US9790201,US20180009780A1
US9790203,US20140148461A1
US9790209,US20160340343A1
US9790212,US20170029412A1
US9790217,US20170226097A1
US9790220,US20170073340A1
US9790221,US20180002327A1
US9790228,US20160168157A1
US9790229,US20240246988A1
US9790230,US20170137435A1
US9790233,US20240043443A1
US9790235,US20170114073A1
US9791447,US20140302525A1
US10206907,US20170035738A1
US10206931,US20170312292A1
US10207991,US20240150288A1
US10207999,US20220153706A1
US10208000,US20170174639A1
US10208011,US20200216406A1
US10208016,US20180251445A1
US10208019,US20250257052A1
US10208020,US20190345137A1
US10208021,US20180201603A1
US10208023,US20160016939A1
US10208024,US20170260168A1
US10208027,US20180244662A1
US10208040,US20220289737A1
US10208043,US20240158402A1
US10208044,US20160185783A1
US10208047,US20170342076A1
US10208056,US20180244687A1
US10208060,US20170313718A1
US10208064,US20170197989A1
US10208066,US20190127391A1
US10208068,US20180148461A1
US10208071,US20190153004A1
US10208081,US20240140984A1
US9795602,US20210015816A1
US9795606,US20160151372A1
US9795608,US20160375027A1
US9795611,US20190169193A1
US9796664,US20160122290A1
US9796672,US20240150288A1
US9796680,US20170029379A1
US9796687,US20160340320A1
US9796700,US20170137406A1
US9796702,US20170226085A1
US9796704,US20180118724A1
US9796706,US20220081427A1
US9796707,US20180044331A1
US9796708,US20160060257A1
US9796710,US20180222902A1
US9796716,US20150191473A1
US9796720,US20160200728A1
US9796723,US20190169193A1
US9796724,US20190365763A1
US9796725,US20170217968A1
US9796729,US20190135829A1
US9796732,US20150368274A1
US9796741,US20200062790A1
US9796742,US20160340375A1
US9796719,US20180127425A1
US9801872,US20160310483A1
US9801878,US20160303120A1
US9801888,US20160136176A1
US9801889,US20180008610A1
US9802904,US20150344443A1
US9802907,US20150291543A1
US9802915,US20170066740A1
US9802918,US20170158670A1
US9802920,US20160304497A1
US9802924,US20240425487A1
US9802928,US20160326155A1
US9802939,US20150112058A1
US9802944,US20170008900A1
US9802945,US20170197965A1
US9802947,US20150307506A1
US9802960,US20180118762A1
US9808445,US20170027916A1
US9809545,US20160046581A1
US9809561,US20160304476A1
US9809568,US20160289207A1
US9809572,US20160185753A1
US9809574,US20200262816A1
US9809582,US20160326147A1
US9809583,US20170050955A1
US9814704,US20160317509A1
US9814715,US20170136017A1
US9815790,US20170057922A1
US9815796,US20170015633A1
US9815819,US20150141455A1
US9815820,US20150252025A1
US9815832,US20150322065A1
US9815834,US20240092777A1
US9815836,US20170275284A1
US9815840,US20160207931A1
US9815842,US20180030061A1
US9815846,US20170114071A1
US9815850,US20180022759A1
US9815861,US20160096858A1
US10213407,US20170152222A1
US10213416,US20170182009A1
US10213421,US20200253950A1
US10213427,US20190240220A1
US10213433,US20190275051A1
US10214477,US20180079709A1
US10214478,US20180148404A1
US10214492,US20220251047A1
US10214507,US20240190837A1
US10214509,US20180105509A1
US10214511,US20200255407A1
US10214512,US20180339977A1
US10214515,US20180194751A1
US10214516,US20180230134A1
US10214518,US20200392123A1
US10214519,US20180086747A1
US10214524,US20160122337A1
US10214527,US20180282320A1
US10214528,US20220009921A1
US10214530,
US10214533,US20180237446A1
US10214534,US20170121340A1
US10214535,US20170320884A1
US10214536,US20170217980A1
US10214537,US20170355707A1
US10214544,US20180237457A1
US10214545,US20170029441A1
US10214546,US20180118766A1
US10220040,US20200061072A1
US10220048,US20200108080A1
US10221129,US20180086697A1
US10221142,US20180016239A1
US10221146,US20180030005A1
US10221156,US20180162831A1
US10221160,US20200247779A1
US10221161,US20220153724A1
US10221162,US20190100510A1
US9820989,US20180036317A1
US9822068,US20170088510A1
US9822074,US20170283381A1
US9822102,US20180086742A1
US9822103,US20160297805A1
US9822120,US20160280711A1
US9822124,US20160009726A1
US9828339,US20160176816A1
US9828348,US20180079726A1
US9828369,US20170275274A1
US9828374,US20170145010A1
US9828378,US20160024099A1
US9828381,US20160304527A1
US9828396,US20180298043A1
US9828368,US20160176858A1
US10221163,US20190144432A1
US10221172,US20180022744A1
US10221173,US20200239468A1
US10221174,US20180354950A1
US10221175,US20180118746A1
US10221177,US20170275285A1
US10221178,US20180141947A1
US10221182,US20180030055A1
US10221195,US20180141960A1
US10221197,US20150361095A1
USRE47267,
US9833448,US20210008055A1
US9833457,US20190336506A1
US9834513,US20170253561A1
US9834543,US20180134690A1
US9834548,US20170174673A1
US9834551,US20160046627A1
US9834554,US20160326164A1
US9834564,US20180037590A1
US9834565,US20190233435A1
US9840498,US20160168131A1
US9840501,US20170044145A1
US9840503,US20160333008A1
US9840508,US20180065972A1
US9844535,US20160374988A1
US9844553,US20170020879A1
US9845308,US20160122318A1
US9845310,US20170035744A1
US9845313,US20170001984A1
US9845333,US20170015651A1
US9849138,US20160095866A1
US9850203,US20160214935A1
US9850225,US20150291549A1
US9850245,US20170275283A1
US9850257,US20170217985A1
US9850258,US20190382416A1
US9850277,US20240059733A1
US9855229,US20160346234A1
US9855269,US20170173026A1
US9856220,US20160318871A1
US9856239,US20180022736A1
US9856250,US20170190699A1
US9856252,US20160222005A1
US9856257,US20160060265A1
US9856263,US20170037049A1
US9856274,US20180072759A1
US9861612,US20170050928A1
US9862679,US20160009644A1
US9862688,US20170044112A1
US9862707,US20170107204A1
US9862711,US20170029414A1
US9862721,US20160031884A1
US9862726,US20170022213A1
US9862730,US20150133446A1
US9867833,US20180000833A1
US9868720,US20160046608A1
US9868729,US20200239458A1
US9868738,US20170247377A1
US9868744,US20180072750A1
US9868748,US20170008910A1
US9867826,US20160361316A1
US9868726,US20180105515A1
US9872852,US20160194307A1
US9873683,US20160244434A1
US9873693,US20180370966A1
US9873709,US20190233441A1
US10226449,US20160338998A1
US10226452,US20170182010A1
US10226464,US20200345739A1
US10227295,US20170369428A1
US10227299,US20180155285A1
US10227310,US20180079729A1
US10227312,US20190248754A1
US10227314,US20170334866A1
US10227327,US20160244431A1
US10227329,US20180022732A1
US10227331,US20180179190A1
US10227332,US20170233374A1
US10227334,US20170275273A1
US10227336,US20170313684A1
US10227338,US20180346459A1
US10227340,US20180072712A1
US10227341,US20180362522A1
US10227342,US20170253594A1
US10227343,US20180022745A1
US10227346,US20180170928A1
US10227350,US20180086768A1
US10227357,US20140128390A1
US10227359,US20190233435A1
US10227360,US20160347768A1
US10227373,US20190202854A1
US10231963,US20170216279A1
US10231967,US20180221367A1
US10233152,US20180127369A1
US10233156,US20180079727A1
US10233160,US20180237402A1
US10233173,US20180334451A1
US10233177,US20170152252A1
US10233178,US20180127406A1
US10233182,US20190225611A1
US10233187,US20250171446A1
US10233188,US20190135817A1
US10233189,US20180009817A1
US10233190,US20180118753A1
US10238633,US20230310373A1
US10238638,US20180036287A1
US10238658,US20190192515A1
US10238743,US20170246300A1
US10239835,US20220274925A1
US10239838,US20170260136A1
US10239840,US20180179162A1
US10239843,US20180016242A1
US10239861,US20180037566A1
US10239869,US20180186777A1
US10239870,US20190300514A1
US10239876,US20180148450A1
US10239881,US20210261554A1
US10239882,US20180282338A1
US10239883,US20230331729A1
US10239887,US20250026764A1
US10245267,US20170260207A1
US10245275,US20190151336A1
US10246419,US20230212127A1
US10246425,US20170362187A1
US10246426,US20180230109A1
US10246429,US20180222876A1
US10246432,US20200172505A1
US9895376,US20190000857A1
US9896418,US20200190031A1
US9896435,US20160280682A1
US9896436,US20160194306A1
US9896444,US20160200705A1
US9896447,US20160229850A1
US9896452,US20170101410A1
US9896458,US20180022759A1
US9902709,US20170029404A1
US9902710,US20160264549A1
US9902714,US20180186775A1
US9902719,US20170129882A1
US9902722,US20240360131A1
US9902726,US20160318932A1
US9902741,US20200291026A1
US9903855,US20160146783A1
US10246442,US20200095234A1
US10246444,US20180208584A1
US10246453,US20190194184A1
US10246456,US20190248787A1
US10246457,US20180127411A1
US10246462,US20180072743A1
US10246466,US20240140964A1
US10246467,US20170247394A1
US10251889,US20190365763A1
